161,00
2858,00
1499,00
2772,00
7037,00
4814,00
511,00
1577,00
582,00
13069,00
30494,00
91484,00
30494,00
45742,00
45742,00
7037,00
13069,00
6534,00
7623,00
91484,00
18296,00
30494,00
91484,00
91484,00
6534,00
45742,00
11435,00
6534,00
9148,00
13069,00
11435,00
22871,00
30494,00
5717,00
7037,00
4158,00
22871,00
45742,00
45742,00
30494,00
18296,00
45742,00
30494,00
45742,00
30494,00
11435,00
30494,00
30494,00
13069,00
45742,00
45742,00
45742,00
91484,00
45742,00
7037,00
22871,00
18296,00
22871,00
91484,00
45742,00
7037,00
11435,00
6534,00
15247,00
91484,00
30494,00
30494,00
91484,00
3154,00
22871,00
30494,00
45742,00
9148,00
45742,00
18296,00
30494,00
91484,00
91484,00
10164,00
30494,00
10164,00
3388,00
5082,00
5082,00
5381,00
5381,00
4814,00
1172,00
1365,00
1027,00
15247,00
22871,00
45742,00
22871,00
45742,00
22871,00
6534,00
7037,00
5082,00
30494,00
45742,00
45742,00
45742,00
91484,00
91484,00
15247,00
11435,00
18296,00
15247,00
18296,00
18296,00
18296,00
13069,00
22871,00
4574,00
4158,00
3518,00
45742,00
45742,00
30494,00
30494,00
45742,00
91484,00
22871,00
18296,00
13069,00
45742,00
22871,00
45742,00
2287,00
30494,00
91484,00
91484,00
18296,00
45742,00
10164,00
15247,00
13069,00
45742,00
91484,00
22871,00
7623,00
9148,00
5381,00
18296,00
45742,00
45742,00
30494,00
91484,00
45742,00
45742,00
22871,00
18296,00
13069,00
30494,00
18296,00
30494,00
3388,00
91484,00
30494,00
30494,00
30494,00
1946,00
5717,00
2287,00
3154,00
4356,00
2287,00
601,00
888,00
476,00
11435,00
18296,00
18296,00
13069,00
30494,00
22871,00
3659,00
5381,00
3518,00
9148,00
22871,00
10164,00
11435,00
30494,00
45742,00
8316,00
18296,00
7623,00
10164,00
22871,00
8316,00
11435,00
18296,00
13069,00
2772,00
4574,00
2858,00
15247,00
1946,00
1604,00
15247,00
22871,00
91484,00
15247,00
45742,00
22871,00
11435,00
22871,00
15247,00
30494,00
91484,00
91484,00
15247,00
45742,00
45742,00
11435,00
45742,00
7623,00
13069,00
22871,00
15247,00
2772,00
6098,00
2472,00
22871,00
45742,00
91484,00
18296,00
30494,00
91484,00
45742,00
22871,00
22871,00
22871,00
30494,00
30494,00
18296,00
91484,00
45742,00
22871,00
91484,00
22871,00
5717,00
6534,00
7623,00
3388,00
4158,00
5381,00
1236,00
1407,00
879,00
13069,00
1039,00
30494,00
18296,00
91484,00
45742,00
7037,00
9148,00
6098,00
45742,00
30494,00
1524,00
15247,00
91484,00
30494,00
18296,00
45742,00
15247,00
9148,00
22871,00
22871,00
7037,00
15247,00
22871,00
4356,00
5717,00
4158,00
18296,00
30494,00
22871,00
45742,00
45742,00
91484,00
30494,00
30494,00
30494,00
22871,00
45742,00
91484,00
13069,00
30494,00
30494,00
45742,00
91484,00
45742,00
30494,00
1306,00
30494,00
45742,00
45742,00
30494,00
7623,00
13069,00
7037,00
22871,00
45742,00
45742,00
91484,00
91484,00
91484,00
91484,00
30494,00
30494,00
45742,00
30494,00
45742,00
45742,00
45742,00
45742,00
30494,00
2472,00
1663,00
6534,00
4814,00
6534,00
4574,00
3388,00
5381,00
1325,00
962,00
905,00
30494,00
22871,00
30494,00
13069,00
30494,00
22871,00
9148,00
8316,00
5717,00
91484,00
45742,00
91484,00
45742,00
45742,00
1829,00
13069,00
15247,00
22871,00
15247,00
22871,00
18296,00
18296,00
22871,00
11435,00
5082,00
8316,00
3659,00
91484,00
91484,00
91484,00
2127,00
91484,00
2472,00
45742,00
30494,00
91484,00
45742,00
2858,00
4814,00
30494,00
2951,00
3659,00
45742,00
45742,00
45742,00
30494,00
888,00
22871,00
18296,00
15247,00
30494,00
4814,00
11435,00
4574,00
91484,00
18296,00
45742,00
91484,00
2613,00
4158,00
91484,00
91484,00
91484,00
15247,00
22871,00
91484,00
2772,00
30494,00
91484,00
91484,00
22871,00
91484,00
3659,00
4574,00
2858,00
2951,00
3518,00
1946,00
677,00
816,00
538,00
7623,00
18296,00
13069,00
22871,00
15247,00
22871,00
4158,00
6098,00
3049,00
18296,00
45742,00
30494,00
7037,00
22871,00
30494,00
11435,00
22871,00
10164,00
9148,00
18296,00
10164,00
9148,00
11435,00
13069,00
2772,00
3154,00
2613,00
11435,00
91484,00
45742,00
22871,00
22871,00
45742,00
18296,00
30494,00
13069,00
18296,00
2287,00
2613,00
6534,00
91484,00
2178,00
22871,00
30494,00
91484,00
15247,00
22871,00
15247,00
18296,00
18296,00
18296,00
4158,00
6098,00
2858,00
13069,00
22871,00
18296,00
91484,00
45742,00
91484,00
30494,00
45742,00
22871,00
1793,00
2472,00
3267,00
91484,00
30494,00
91484,00
30494,00
45742,00
1188,00
2772,00
5717,00
2472,00
2772,00
4158,00
2178,00
561,00
896,00
410,00
18296,00
45742,00
18296,00
22871,00
45742,00
18296,00
4356,00
6098,00
3388,00
15247,00
30494,00
13069,00
15247,00
91484,00
854,00
8316,00
11435,00
9148,00
13069,00
30494,00
11435,00
10164,00
15247,00
13069,00
2541,00
3154,00
1867,00
91484,00
2231,00
45742,00
30494,00
45742,00
30494,00
18296,00
22871,00
13069,00
1726,00
91484,00
91484,00
30494,00
91484,00
45742,00
45742,00
30494,00
45742,00
15247,00
22871,00
9148,00
15247,00
91484,00
15247,00
2032,00
3267,00
1867,00
30494,00
45742,00
22871,00
30494,00
3267,00
22871,00
18296,00
45742,00
11435,00
30494,00
91484,00
22871,00
22871,00
4814,00
45742,00
18296,00
1188,00
15247,00
3388,00
4356,00
2345,00
3811,00
3388,00
2472,00
768,00
703,00
597,00
22871,00
22871,00
11435,00
30494,00
22871,00
15247,00
5082,00
6534,00
6098,00
45742,00
22871,00
11435,00
22871,00
91484,00
45742,00
8316,00
10164,00
13069,00
9148,00
9148,00
7623,00
13069,00
15247,00
11435,00
2345,00
2613,00
1726,00
30494,00
45742,00
15247,00
2472,00
91484,00
91484,00
22871,00
22871,00
13069,00
30494,00
91484,00
1946,00
91484,00
2127,00
91484,00
30494,00
30494,00
91484,00
13069,00
22871,00
13069,00
22871,00
18296,00
13069,00
2690,00
3049,00
2231,00
45742,00
45742,00
22871,00
91484,00
2858,00
45742,00
30494,00
45742,00
18296,00
45742,00
30494,00
22871,00
45742,00
3977,00
91484,00
30494,00
30494,00
22871,00
1633,00
3388,00
1365,00
2178,00
2287,00
1694,00
368,00
462,00
245,00
9148,00
22871,00
6534,00
13069,00
45742,00
11435,00
3049,00
3518,00
1988,00
91484,00
30494,00
22871,00
18296,00
18296,00
22871,00
8316,00
7623,00
6534,00
8316,00
8316,00
5082,00
13069,00
13069,00
7623,00
1288,00
1988,00
1253,00
91484,00
45742,00
22871,00
91484,00
30494,00
45742,00
10164,00
22871,00
13069,00
91484,00
22871,00
1577,00
45742,00
30494,00
91484,00
22871,00
22871,00
13069,00
7037,00
15247,00
6534,00
7623,00
15247,00
7037,00
1345,00
2345,00
1143,00
22871,00
45742,00
18296,00
45742,00
45742,00
22871,00
18296,00
18296,00
10164,00
15247,00
45742,00
30494,00
45742,00
91484,00
45742,00
18296,00
15247,00
11435,00
4158,00
7037,00
7623,00
5717,00
13069,00
8316,00
2690,00
3388,00
1829,00
15247,00
18296,00
18296,00
22871,00
91484,00
45742,00
13069,00
18296,00
10164,00
45742,00
45742,00
91484,00
45742,00
3518,00
30494,00
831,00
1270,00
45742,00
8316,00
15247,00
22871,00
13069,00
22871,00
18296,00
10164,00
10164,00
7623,00
11435,00
18296,00
91484,00
91484,00
2287,00
91484,00
91484,00
1988,00
45742,00
10164,00
18296,00
30494,00
91484,00
4574,00
3977,00
45742,00
2690,00
91484,00
22871,00
15247,00
22871,00
30494,00
91484,00
91484,00
11435,00
30494,00
13069,00
15247,00
22871,00
18296,00
18296,00
30494,00
91484,00
15247,00
45742,00
45742,00
22871,00
45742,00
91484,00
45742,00
91484,00
91484,00
30494,00
30494,00
91484,00
5381,00
11435,00
13069,00
6534,00
5717,00
8316,00
2407,00
2772,00
2079,00
9148,00
2541,00
30494,00
10164,00
30494,00
1188,00
7623,00
5717,00
15247,00
22871,00
22871,00
91484,00
45742,00
91484,00
2032,00
15247,00
30494,00
45742,00
30494,00
22871,00
22871,00
15247,00
10164,00
15247,00
8316,00
6098,00
8316,00
45742,00
18296,00
2951,00
45742,00
22871,00
45742,00
18296,00
22871,00
1429,00
91484,00
91484,00
91484,00
3977,00
3154,00
5082,00
91484,00
30494,00
45742,00
18296,00
30494,00
91484,00
18296,00
30494,00
91484,00
11435,00
15247,00
13069,00
18296,00
30494,00
30494,00
4814,00
18296,00
30494,00
15247,00
13069,00
30494,00
91484,00
91484,00
45742,00
1867,00
3811,00
91484,00
2127,00
30494,00
45742,00
6098,00
9148,00
6098,00
5381,00
7623,00
4574,00
1452,00
1759,00
1102,00
11435,00
45742,00
13069,00
18296,00
30494,00
30494,00
8316,00
11435,00
6534,00
45742,00
91484,00
45742,00
18296,00
2079,00
22871,00
30494,00
22871,00
22871,00
15247,00
22871,00
18296,00
15247,00
18296,00
10164,00
6098,00
6534,00
3977,00
22871,00
45742,00
45742,00
18296,00
91484,00
2858,00
45742,00
45742,00
45742,00
30494,00
30494,00
45742,00
22871,00
4158,00
91484,00
91484,00
91484,00
91484,00
30494,00
30494,00
30494,00
45742,00
45742,00
18296,00
5381,00
7037,00
4574,00
91484,00
30494,00
30494,00
30494,00
91484,00
3049,00
30494,00
1524,00
22871,00
30494,00
91484,00
3659,00
91484,00
5717,00
4158,00
45742,00
91484,00
1905,00
15247,00
22871,00
11435,00
9148,00
5717,00
7037,00
1988,00
2858,00
1793,00
30494,00
18296,00
30494,00
15247,00
1236,00
45742,00
11435,00
11435,00
10164,00
91484,00
91484,00
91484,00
45742,00
45742,00
91484,00
22871,00
91484,00
15247,00
18296,00
18296,00
30494,00
11435,00
11435,00
91484,00
6534,00
7037,00
8316,00
22871,00
45742,00
45742,00
22871,00
